File_Name	nsd_id	cocoId	HED_short	HED_long
shared0011_nsd03435.png	3434	263599	"(Foreground-view, ((Item-count/1, Aircraft), (Item-count/2, Word))), (Background-view, (Natural-feature/Sky, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Vehicle/Aircraft),(Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Language-item/Word))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Natural-object/Natural-feature/Sky,Property/Environmental-property/Outdoors))"
shared0012_nsd03450.png	3449	525790	"(Foreground-view, ((Item-count/1, ((Human, Human-agent), Body, Female, Agent-trait/Child, Play)), (Item-count/1, Man-made-object))), (Background-view, (Outdoors, Natural-feature/Ocean, Natural-feature/Sky))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Female,Property/Agent-property/Agent-trait/Child,Action/Perform/Play)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Item/Object/Natural-object/Natural-feature/Ocean,Item/Object/Natural-object/Natural-feature/Sky))"
shared0013_nsd03490.png	3489	525932	"(Foreground-view, (Item-count/1, Animal)), (Background-view, (Plant, River, Grassy-terrain, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Biological-item/Organism/Animal)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Biological-item/Organism/Plant,Item/Object/Natural-object/Natural-feature/River,Property/Environmental-property/Terrain/Grassy-terrain,Property/Environmental-property/Outdoors))"
shared0014_nsd03627.png	3626	264244	"(Foreground-view, ((Item-count/1, (Human, Body, Male, (Face, Away-from), Agent-trait/Adult)), (Item-count/1, Laptop-computer))), (Background-view, (Furnishing, Room, Indoors, Animal, Plant))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Away-from),Property/Agent-property/Agent-trait/Adult)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Device/Computing-device/Laptop-computer))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Furnishing,Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors,Item/Biological-item/Organism/Animal,Item/Biological-item/Organism/Plant))"
shared0015_nsd03683.png	3682	264396	"(Foreground-view, (Item-count/1, Train)), (Background-view, (Outdoors, Urban, Mountain, River, Composite-terrain, Car, Building))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Vehicle/Train)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Property/Environmental-property/Urban,Item/Object/Natural-object/Natural-feature/Mountain,Item/Object/Natural-object/Natural-feature/River,Property/Environmental-property/Terrain/Composite-terrain,Item/Object/Man-made-object/Vehicle/Car,Item/Object/Man-made-object/Building))"
shared0016_nsd03688.png	3687	2270	"(Foreground-view, (((Item-count, High), Book), ((Item-count, High), Furnishing))), (Background-view, (Room, Indoors, Man-made-object/Musical-instrument, Plant, Entrance, Furnishing))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Document/Book),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Furnishing))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors,Item/Object/Man-made-object/Musical-instrument,Item/Biological-item/Organism/Plant,Item/Object/Man-made-object/Building/Entrance,Item/Object/Man-made-object/Furnishing))"
shared0017_nsd03730.png	3729	2372	"(Foreground-view, ((Item-count/1, (Human, Body, (Face, Towards), Male, Agent-trait/Adult)), (Item-count/1, Microphone), (Item-count/1, Pen))), (Background-view, (Indoors, Display-device))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Sex/Male,Property/Agent-property/Agent-trait/Adult)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Device/IO-device/Input-device/Microphone),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Device/Assistive-device/Writing-device/Pen))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Indoors,Item/Object/Man-made-object/Device/IO-device/Output-device/Display-device))"
shared0018_nsd03810.png	3809	264735	"(Foreground-view, ((Item-count, High), ((Animal, Animal-agent), Run))), (Background-view, (Outdoors, Grassy-terrain, Mountain, Natural-feature/Sky))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),((Item/Biological-item/Organism/Animal,Agent/Animal-agent),Action/Move/Move-body-part/Move-lower-extremity/Run))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Property/Environmental-property/Terrain/Grassy-terrain,Item/Object/Natural-object/Natural-feature/Mountain,Item/Object/Natural-object/Natural-feature/Sky))"
shared0019_nsd03843.png	3842	526968	"(Foreground-view, ((Item-count/1, ((Human, Human-agent), Body, Male, (Face, Away-from), Agent-trait/Adult, Play)), (Item-count/1, Man-made-object/Toy))), (Background-view, (Grassy-terrain, Field, Car, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Away-from),Property/Agent-property/Agent-trait/Adult,Action/Perform/Play)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Toy))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Grassy-terrain,Item/Object/Natural-object/Natural-feature/Field,Item/Object/Man-made-object/Vehicle/Car,Property/Environmental-property/Outdoors))"
shared0020_nsd03848.png	3847	526980	"(Foreground-view, (Item-count/1, Furnishing)), (Background-view, (Room, Indoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Furnishing)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors))"
shared0021_nsd03857.png	3856	274108	"(Foreground-view, ((Item-count/1, (Human, Body, (Face, Towards), Agent-trait/Infant, Male)), (Item-count/1, (Human, Body, (Face, Towards), Agent-trait/Child, Male)), (Item-count/1, Book), ((Item-count, High), Word))), (Background-view, (Indoors, Furnishing))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Infant,Property/Agent-property/Agent-trait/Sex/Male)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Child,Property/Agent-property/Agent-trait/Sex/Male)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Document/Book),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Language-item/Word))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Indoors,Item/Object/Man-made-object/Furnishing))"
shared0022_nsd03914.png	3913	265023	"(Foreground-view, (((Item-count, High), (Human, Body, (Face, Towards), Agent-trait/Adult)),  (Item-count/2, Man-made-object/Toy))), (Background-view, (Outdoors, Sloped-terrain))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Adult)),(Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Object/Man-made-object/Toy))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Property/Environmental-property/Terrain/Sloped-terrain))"
shared0023_nsd03952.png	3951	265150	"(Foreground-view, ((Item-count/1, Building), (Item-count/2, Clock-face))), (Background-view, (Outdoors, Natural-feature/Sky))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Building),(Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Object/Man-made-object/Device/Measurement-device/Clock/Clock-face))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Outdoors,Item/Object/Natural-object/Natural-feature/Sky))"
shared0024_nsd04052.png	4051	265453	"(Foreground-view, ((Item-count/2, ((Human, Human-agent), Body, Male, Agent-trait/Adult, Action/Ride)), (Item-count/2, ((Animal, Animal-agent), Walk)))), (Background-view, (Path, Outdoors, Plant, Rural))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/2,((Item/Biological-item/Organism/Human,Agent/Human-agent),Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,Property/Agent-property/Agent-trait/Adult,Action/Ride)),(Property/Data-property/Data-value/Quantitative-value/Item-count/2,((Item/Biological-item/Organism/Animal,Agent/Animal-agent),Action/Move/Move-body-part/Move-lower-extremity/Walk)))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Navigational-object/Path,Property/Environmental-property/Outdoors,Item/Biological-item/Organism/Plant,Property/Environmental-property/Rural))"
shared0025_nsd04059.png	4058	527618	"(Foreground-view, (Item-count/1, Animal)), (Background-view, (Grassy-terrain, Field, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Biological-item/Organism/Animal)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Terrain/Grassy-terrain,Item/Object/Natural-object/Natural-feature/Field,Property/Environmental-property/Outdoors))"
shared0026_nsd04130.png	4129	3521	"(Foreground-view, ((Item-count/2, Man-made-object/Toy), (Item-count/1, Man-made-object/Musical-instrument), (Item-count/1, Furnishing), ((Item-count, High), Plant))), (Background-view, (Room, Entrance, Indoors, (Human, Body, Male, Agent-trait/Adult), (Human, Body, Male, Agent-trait/Child)))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Object/Man-made-object/Toy),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Musical-instrument),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Furnishing),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Biological-item/Organism/Plant))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Item/Object/Man-made-object/Building/Entrance,Property/Environmental-property/Indoors,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,Property/Agent-property/Agent-trait/Adult),(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,Property/Agent-property/Agent-trait/Child)))"
shared0027_nsd04157.png	4156	265745	"(Foreground-view, (Item-count/3, Ingestible-object)), (Background-view, (Furnishing, Indoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,(Property/Data-property/Data-value/Quantitative-value/Item-count/3,Item/Object/Ingestible-object)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Furnishing,Property/Environmental-property/Indoors))"
shared0028_nsd04250.png	4249	558788	"(Foreground-view, ((Item-count/1, Aircraft), ((Item-count, High), Character), (Item-count/1, Icon), Terrain/Sand)), (Background-view, (Natural-feature/Ocean, Natural-feature/Sky, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Vehicle/Aircraft),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Language-item/Character),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Media/Visualization/Image/Icon),Property/Environmental-property/Terrain/Sand)),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Natural-object/Natural-feature/Ocean,Item/Object/Natural-object/Natural-feature/Sky,Property/Environmental-property/Outdoors))"
shared0029_nsd04326.png	4325	393907	"(Foreground-view, ((Item-count/2, Animal), ((Item-count, High), Plant))), (Background-view, (Natural-feature/Ocean, Outdoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Biological-item/Organism/Animal),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Biological-item/Organism/Plant))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Natural-object/Natural-feature/Ocean,Property/Environmental-property/Outdoors))"
shared0030_nsd04424.png	4423	4442	"(Foreground-view, ((Item-count/1, (Human, Body, (Face, Towards), Agent-trait/Child, Female)), (Item-count/1, Furnishing))), (Background-view, (Room, Indoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Child,Property/Agent-property/Agent-trait/Sex/Female)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Furnishing))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors))"
shared0031_nsd04437.png	4436	266622	"(Foreground-view, ((Item-count/2, Ingestible-object), (Item-count/1, Furnishing))), (Background-view, (Furnishing))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/2,Item/Object/Ingestible-object),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Furnishing))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Furnishing))"
shared0032_nsd04613.png	4612	5028	"(Foreground-view, ((Item-count/1, (Human, Body, Male, (Face, Towards), Agent-trait/Adult)), (Item-count/1, Laptop-computer), (Item-count/1, Ingestible-object), (Item-count/1, Furnishing))), (Background-view, (Indoors, Furnishing, Room, Book, Man-made-object, Entrance))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,(Item/Biological-item/Organism/Human,Item/Biological-item/Anatomical-item/Body,Property/Agent-property/Agent-trait/Sex/Male,(Item/Biological-item/Anatomical-item/Body-part/Head/Face,Relation/Directional-relation/Towards),Property/Agent-property/Agent-trait/Adult)),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Device/Computing-device/Laptop-computer),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Ingestible-object),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Furnishing))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Indoors,Item/Object/Man-made-object/Furnishing,Item/Object/Man-made-object/Building/Room,Item/Object/Man-made-object/Document/Book,Item/Object/Man-made-object,Item/Object/Man-made-object/Building/Entrance))"
shared0033_nsd04668.png	4667	267338	"(Foreground-view, ((Item-count/1, Animal), (Item-count/3, Furnishing))), (Background-view, (Room, Indoors, Art-installation))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Biological-item/Organism/Animal),(Property/Data-property/Data-value/Quantitative-value/Item-count/3,Item/Object/Man-made-object/Furnishing))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors,Item/Object/Man-made-object/Media/Visualization/Art-installation))"
shared0034_nsd04691.png	4690	5277	"(Background-view, (Furnishing, Room, Indoors))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Item/Object/Man-made-object/Furnishing,Item/Object/Man-made-object/Building/Room,Property/Environmental-property/Indoors))"
shared0035_nsd04769.png	4768	267647	"(Foreground-view, ((Item-count/1, Ingestible-object), ((Item-count, High), Icon), (Item-count/1, Assistive-device))), (Background-view, (Indoors, Furnishing))"	"(Property/Sensory-property/Sensory-presentation/Visual-presentation/Foreground-view,((Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Ingestible-object),((Property/Data-property/Data-value/Quantitative-value/Item-count,Property/Data-property/Data-value/Categorical-value/Categorical-level-value/High),Item/Object/Man-made-object/Media/Visualization/Image/Icon),(Property/Data-property/Data-value/Quantitative-value/Item-count/1,Item/Object/Man-made-object/Device/Assistive-device))),(Property/Sensory-property/Sensory-presentation/Visual-presentation/Background-view,(Property/Environmental-property/Indoors,Item/Object/Man-made-object/Furnishing))"
